from	to
Pagetopsis macropterus	Eunoe spica spicoides
Pagothenia borchgrevinki	Aptenodytes forsteri
Pagothenia borchgrevinki	Hydrurga leptonyx
Pagothenia borchgrevinki	Pygoscelis adeliae
Pagothenia borchgrevinki	Dissostichus mawsoni
Pagothenia borchgrevinki	Leptonychotes weddellii
Dissostichus mawsoni	Orcinus orca
Dissostichus mawsoni	Tursiops truncatus
Dissostichus mawsoni	Lagenorhynchus cruciger
Dissostichus mawsoni	Physeter macrocephalus
Dissostichus mawsoni	Balaenoptera physalus
Dissostichus mawsoni	Balaenoptera musculus
Dissostichus mawsoni	Aptenodytes forsteri
Dissostichus mawsoni	Leptonychotes weddelli
Dissostichus mawsoni	Psilaster charcoti
Dissostichus mawsoni	Colossendeis scotti
Dissostichus mawsoni	Macrourus holotrachys
Dissostichus mawsoni	Abyssorchomene nodimanus
Dissostichus mawsoni	Pareledone antarctica
Dissostichus mawsoni	Pareledone charcoti
Dissostichus mawsoni	Nymphon gracillimum
Dissostichus mawsoni	Ammothea carolinensis
Dissostichus mawsoni	Eunoe spica
Dissostichus mawsoni	Ophiosparte gigas
Dissostichus mawsoni	Macrourus whitsoni
Dissostichus mawsoni	Ommatophoca rossii
Dissostichus mawsoni	Hydrurga leptonyx
Dissostichus mawsoni	Arctocephalus gazella
Dissostichus mawsoni	Pentanymphon antarcticum
Dissostichus mawsoni	Trematomus pennellii
Dissostichus mawsoni	Trematomus hansoni
Dissostichus mawsoni	Trematomus loennbergii
Dissostichus mawsoni	Pagetopsis macropterus
Dissostichus mawsoni	Dissostichus mawsoni
Dissostichus mawsoni	Mirounga leonina
Dissostichus mawsoni	Dacodraco hunteri
Dissostichus mawsoni	Leptonychotes weddellii
Dissostichus mawsoni	Notothenia coriiceps
Dissostichus mawsoni	Eunoe spica spicoides
Pareledone turqueti	Mirounga leonina
Pareledone sp.	Mirounga leonina
Pareledone sp.	Leptonychotes weddellii
Adelieledone polymorpha	Mirounga leonina
Adelieledone polymorpha	Leptonychotes weddellii
Brachioteuthis sp.	Arctocephalus gazella
Brachioteuthis sp.	Mirounga leonina
Chiroteuthis veranii	Mirounga leonina
Moroteuthis knipovitchi	Aptenodytes forsteri
Moroteuthis knipovitchi	Ommatophoca rossii
Moroteuthis knipovitchi	Arctocephalus gazella
Moroteuthis knipovitchi	Mirounga leonina
Chionodraco sp.	Pygoscelis adeliae
Chionodraco sp.	Arctocephalus gazella
Chionodraco sp.	Pagetopsis macropterus
Chionodraco sp.	Chionodraco sp.
Chionodraco sp.	Mirounga leonina
Pagetopsis sp.	Aptenodytes forsteri
Pagetopsis sp.	Mirounga leonina
Lepidonotothen squamifrons	Phalacrocorax atriceps georgianus
Lepidonotothen squamifrons	Mirounga leonina
Lepidonotothen squamifrons	Leptonychotes weddellii
Gobionotothen gibberifrons	Phalacrocorax atriceps bransfieldensis
Gobionotothen gibberifrons	Phalacrocorax atriceps georgianus
Gobionotothen gibberifrons	Chaenocephalus aceratus
Gobionotothen gibberifrons	Pygoscelis papua
Gobionotothen gibberifrons	Hydrurga leptonyx
Gobionotothen gibberifrons	Mirounga leonina
Gobionotothen gibberifrons	Leptonychotes weddellii
Mirounga leonina	Orcinus orca
Mirounga leonina	Catharacta maccormicki
Gammaridea	Notothenia neglecta
Gammaridea	Phalacrocorax atriceps bransfieldensis
Gammaridea	Aptenodytes forsteri
Gammaridea	Lobodon carcinophagus
Gammaridea	Trematomus nicolai
Gammaridea	Electrona carlsbergi
Gammaridea	Trematomus newnesi
Gammaridea	Trematomus pennellii
Gammaridea	Trematomus hansoni
Gammaridea	Pagothenia borchgrevinki
Gammaridea	Pagodroma nivea
Gammaridea	Oceanites oceanicus
Gammaridea	Fulmarus glacialoides
Gammaridea	Gymnodraco acuticeps
Gammaridea	Leptonychotes weddellii
Gammaridea	Trematomus bernacchii
Mirounga sp.	Macronectes giganteus
Anthropogenic material	Daption capense
Gymnoscopelus nicholsi	Orcinus orca
Gymnoscopelus nicholsi	Tursiops truncatus
Gymnoscopelus nicholsi	Lagenorhynchus cruciger
Gymnoscopelus nicholsi	Physeter macrocephalus
Gymnoscopelus nicholsi	Balaenoptera physalus
Gymnoscopelus nicholsi	Balaenoptera musculus
Gymnoscopelus nicholsi	Sterna paradisaea
Gymnoscopelus nicholsi	Fregetta tropica
Gymnoscopelus nicholsi	Pterodroma brevirostris
Gymnoscopelus nicholsi	Procellaria aequinoctialis
Gymnoscopelus nicholsi	Aptenodytes forsteri
Gymnoscopelus nicholsi	Paradiplospinus gracilis
Gymnoscopelus nicholsi	Pachyptila desolata
Gymnoscopelus nicholsi	Macronectes giganteus
Gymnoscopelus nicholsi	Leptonychotes weddelli
Gymnoscopelus nicholsi	Lobodon carcinophaga
Gymnoscopelus nicholsi	Gonatus antarcticus
Gymnoscopelus nicholsi	Macrourus holotrachys
Gymnoscopelus nicholsi	Abyssorchomene nodimanus
Gymnoscopelus nicholsi	Notothenia marmorata
Gymnoscopelus nicholsi	Pagetopsis maculatus
Gymnoscopelus nicholsi	Chionodraco myersi
Gymnoscopelus nicholsi	Martialia hyadesi
Gymnoscopelus nicholsi	Moroteuthis ingens
Gymnoscopelus nicholsi	Pareledone antarctica
Gymnoscopelus nicholsi	Pareledone charcoti
Gymnoscopelus nicholsi	Macrourus whitsoni
Gymnoscopelus nicholsi	Pygoscelis papua
Gymnoscopelus nicholsi	Ommatophoca rossii
Gymnoscopelus nicholsi	Balaenoptera acutorostrata
Gymnoscopelus nicholsi	Hydrurga leptonyx
Gymnoscopelus nicholsi	Pygoscelis adeliae
Gymnoscopelus nicholsi	Chionodraco hamatus
Gymnoscopelus nicholsi	Arctocephalus gazella
Gymnoscopelus nicholsi	Pagetopsis macropterus
Gymnoscopelus nicholsi	Mirounga leonina
Gymnoscopelus nicholsi	Gymnoscopelus nicholsi
Gymnoscopelus nicholsi	Halobaena caerulea
Gymnoscopelus nicholsi	Pagodroma nivea
Gymnoscopelus nicholsi	Thalassoica antarctica
Gymnoscopelus nicholsi	Oceanites oceanicus
Gymnoscopelus nicholsi	Protomyctophum bolini
Gymnoscopelus nicholsi	Daption capense
Gymnoscopelus nicholsi	Psychroteuthis glacialis
Gymnoscopelus nicholsi	Fulmarus glacialoides
Gymnoscopelus nicholsi	Leptonychotes weddellii
Gymnoscopelus nicholsi	Pleuragramma antarcticum
Gymnoscopelus nicholsi	Gymnoscopelus braueri
Gymnoscopelus nicholsi	Electrona antarctica
Gymnoscopelus nicholsi	Notothenia coriiceps
Krefftichthys anderssoni	Arctocephalus gazella
Krefftichthys anderssoni	Daption capense
Synthetic material	Macronectes halli
Synthetic material	Macronectes giganteus
Euphausiidae	Balaenoptera musculus intermedia
Euphausiidae	Eubalaena australis
Euphausiidae	Aptenodytes forsteri
Euphausiidae	Macronectes halli
Euphausiidae	Macronectes giganteus
Euphausiidae	Chaenodraco wilsoni
Euphausiidae	Pagetopsis macropterus
Euphausiidae	Chionodraco sp.
Euphausiidae	Pagodroma nivea
Euphausiidae	Daption capense
Euphausiidae	Fulmarus glacialoides
Euphausiidae	Leptonychotes weddellii
Euphausiidae	Pleuragramma antarcticum
Euphausiidae	Electrona antarctica
Phocidae	Macronectes halli
Phocidae	Macronectes giganteus
Spheniscidae	Macronectes halli
Spheniscidae	Macronectes giganteus
Spheniscidae	Hydrurga leptonyx
Spheniscidae	Arctocephalus gazella
Spheniscidae	Dissostichus mawsoni
Spheniscidae	Leptonychotes weddellii
Gymnoscopelus opisthopterus	Orcinus orca
Gymnoscopelus opisthopterus	Tursiops truncatus
Gymnoscopelus opisthopterus	Lagenorhynchus cruciger
Gymnoscopelus opisthopterus	Physeter macrocephalus
Gymnoscopelus opisthopterus	Balaenoptera physalus
Gymnoscopelus opisthopterus	Balaenoptera musculus
Gymnoscopelus opisthopterus	Sterna paradisaea
Gymnoscopelus opisthopterus	Fregetta tropica
Gymnoscopelus opisthopterus	Pterodroma brevirostris
Gymnoscopelus opisthopterus	Procellaria aequinoctialis
Gymnoscopelus opisthopterus	Aptenodytes forsteri
Gymnoscopelus opisthopterus	Pachyptila desolata
Gymnoscopelus opisthopterus	Macronectes giganteus
Gymnoscopelus opisthopterus	Leptonychotes weddelli
Gymnoscopelus opisthopterus	Lobodon carcinophaga
Gymnoscopelus opisthopterus	Gonatus antarcticus
Gymnoscopelus opisthopterus	Macrourus holotrachys
Gymnoscopelus opisthopterus	Abyssorchomene nodimanus
Gymnoscopelus opisthopterus	Notothenia marmorata
Gymnoscopelus opisthopterus	Pagetopsis maculatus
Gymnoscopelus opisthopterus	Chionodraco myersi
Gymnoscopelus opisthopterus	Martialia hyadesi
Gymnoscopelus opisthopterus	Moroteuthis ingens
Gymnoscopelus opisthopterus	Pareledone antarctica
Gymnoscopelus opisthopterus	Pareledone charcoti
Gymnoscopelus opisthopterus	Macrourus whitsoni
Gymnoscopelus opisthopterus	Ommatophoca rossii
Gymnoscopelus opisthopterus	Balaenoptera acutorostrata
Gymnoscopelus opisthopterus	Hydrurga leptonyx
Gymnoscopelus opisthopterus	Pygoscelis adeliae
Gymnoscopelus opisthopterus	Chionodraco hamatus
Gymnoscopelus opisthopterus	Arctocephalus gazella
Gymnoscopelus opisthopterus	Pagetopsis macropterus
Gymnoscopelus opisthopterus	Mirounga leonina
Gymnoscopelus opisthopterus	Halobaena caerulea
Gymnoscopelus opisthopterus	Pagodroma nivea
Gymnoscopelus opisthopterus	Thalassoica antarctica
Gymnoscopelus opisthopterus	Oceanites oceanicus
Gymnoscopelus opisthopterus	Daption capense
Gymnoscopelus opisthopterus	Psychroteuthis glacialis
Gymnoscopelus opisthopterus	Fulmarus glacialoides
Gymnoscopelus opisthopterus	Pleuragramma antarcticum
Gymnoscopelus opisthopterus	Notothenia coriiceps
Octopodidae	Pagodroma nivea
Halobaena caerulea	Orcinus orca
Podocerus capillimanus	Thalassoica antarctica
Lampanyctus sp.	Pagodroma nivea
Pagodroma nivea	Macronectes giganteus
Pagodroma nivea	Catharacta maccormicki
Thalassoica antarctica	Orcinus orca
Thalassoica antarctica	Macronectes giganteus
Thalassoica antarctica	Catharacta maccormicki
Eudyptes sp.	Macronectes giganteus
Lysianassidae	Pygoscelis adeliae
Lysianassidae	Dissostichus mawsoni
Lysianassidae	Pagodroma nivea
Lysianassidae	Thalassoica antarctica
Lysianassidae	Oceanites oceanicus
Lysianassidae	Fulmarus glacialoides
Neognathophausia gigas	Daption capense
Neognathophausia gigas	Fulmarus glacialoides
Oceanites oceanicus	Macronectes giganteus
Oceanites oceanicus	Catharacta maccormicki
Protomyctophum bolini	Orcinus orca
Protomyctophum bolini	Aphrodroma brevirostris
Protomyctophum bolini	Tursiops truncatus
Protomyctophum bolini	Lagenorhynchus cruciger
Protomyctophum bolini	Physeter macrocephalus
Protomyctophum bolini	Balaenoptera physalus
Protomyctophum bolini	Balaenoptera musculus
Protomyctophum bolini	Sterna paradisaea
Protomyctophum bolini	Fregetta tropica
Protomyctophum bolini	Pterodroma brevirostris
Protomyctophum bolini	Procellaria aequinoctialis
Protomyctophum bolini	Aptenodytes forsteri
Protomyctophum bolini	Paradiplospinus gracilis
Protomyctophum bolini	Pachyptila desolata
Protomyctophum bolini	Macronectes giganteus
Protomyctophum bolini	Leptonychotes weddelli
Protomyctophum bolini	Lobodon carcinophaga
Protomyctophum bolini	Gonatus antarcticus
Protomyctophum bolini	Macrourus holotrachys
Protomyctophum bolini	Abyssorchomene nodimanus
Protomyctophum bolini	Notothenia marmorata
Protomyctophum bolini	Pagetopsis maculatus
Protomyctophum bolini	Chionodraco myersi
Protomyctophum bolini	Cygnodraco mawsoni
Protomyctophum bolini	Martialia hyadesi
Protomyctophum bolini	Moroteuthis ingens
Protomyctophum bolini	Pareledone antarctica
Protomyctophum bolini	Pareledone charcoti
Protomyctophum bolini	Macrourus whitsoni
Protomyctophum bolini	Ommatophoca rossii
Protomyctophum bolini	Balaenoptera acutorostrata
Protomyctophum bolini	Hydrurga leptonyx
Protomyctophum bolini	Pygoscelis adeliae
Protomyctophum bolini	Chionodraco hamatus
Protomyctophum bolini	Arctocephalus gazella
Protomyctophum bolini	Pagetopsis macropterus
Protomyctophum bolini	Mirounga leonina
Protomyctophum bolini	Gymnoscopelus nicholsi
Protomyctophum bolini	Halobaena caerulea
Protomyctophum bolini	Pagodroma nivea
Protomyctophum bolini	Thalassoica antarctica
Protomyctophum bolini	Oceanites oceanicus
Protomyctophum bolini	Protomyctophum bolini
Protomyctophum bolini	Daption capense
Protomyctophum bolini	Psychroteuthis glacialis
Protomyctophum bolini	Fulmarus glacialoides
Protomyctophum bolini	Gymnodraco acuticeps
Protomyctophum bolini	Pleuragramma antarcticum
Protomyctophum bolini	Gymnoscopelus braueri
Protomyctophum bolini	Electrona antarctica
Protomyctophum bolini	Notothenia coriiceps
Daption capense	Macronectes giganteus
Daption capense	Catharacta maccormicki
Psychroteuthis glacialis	Sterna paradisaea
Psychroteuthis glacialis	Fregetta tropica
Psychroteuthis glacialis	Pterodroma brevirostris
Psychroteuthis glacialis	Procellaria aequinoctialis
Psychroteuthis glacialis	Aptenodytes forsteri
Psychroteuthis glacialis	Paradiplospinus gracilis
Psychroteuthis glacialis	Pachyptila desolata
Psychroteuthis glacialis	Macronectes halli
Psychroteuthis glacialis	Macronectes giganteus
Psychroteuthis glacialis	Alluroteuthis antarcticus
Psychroteuthis glacialis	Martialia hyadesi
Psychroteuthis glacialis	Moroteuthis ingens
Psychroteuthis glacialis	Ommatophoca rossii
Psychroteuthis glacialis	Mesonychoteuthis hamiltoni
Psychroteuthis glacialis	Hydrurga leptonyx
Psychroteuthis glacialis	Pygoscelis adeliae
Psychroteuthis glacialis	Mirounga leonina
Psychroteuthis glacialis	Gymnoscopelus nicholsi
Psychroteuthis glacialis	Halobaena caerulea
Psychroteuthis glacialis	Pagodroma nivea
Psychroteuthis glacialis	Thalassoica antarctica
Psychroteuthis glacialis	Oceanites oceanicus
Psychroteuthis glacialis	Protomyctophum bolini
Psychroteuthis glacialis	Daption capense
Psychroteuthis glacialis	Psychroteuthis glacialis
Psychroteuthis glacialis	Fulmarus glacialoides
Psychroteuthis glacialis	Leptonychotes weddellii
Psychroteuthis glacialis	Gymnoscopelus braueri
Psychroteuthis glacialis	Electrona antarctica
Pasiphaea sp.	Pachyptila desolata
Pasiphaea sp.	Pagodroma nivea
Pasiphaea sp.	Thalassoica antarctica
Pasiphaea sp.	Daption capense
Pasiphaea sp.	Fulmarus glacialoides
Fulmarus glacialoides	Macronectes giganteus
Fulmarus glacialoides	Catharacta maccormicki
Pasiphaea scotiae	Sterna paradisaea
Pasiphaea scotiae	Fregetta tropica
Pasiphaea scotiae	Pterodroma brevirostris
Pasiphaea scotiae	Procellaria aequinoctialis
Pasiphaea scotiae	Aptenodytes forsteri
Pasiphaea scotiae	Pachyptila desolata
Pasiphaea scotiae	Pygoscelis adeliae
Pasiphaea scotiae	Halobaena caerulea
Pasiphaea scotiae	Pagodroma nivea
Pasiphaea scotiae	Thalassoica antarctica
Pasiphaea scotiae	Oceanites oceanicus
Pasiphaea scotiae	Daption capense
Pasiphaea scotiae	Fulmarus glacialoides
Abyssorchomene plebs	Serolis polita
Abyssorchomene plebs	Serolella bouveri
Abyssorchomene plebs	Pogonophryne barsukovi
Abyssorchomene plebs	Pogonophryne scotti
Abyssorchomene plebs	Harmotoe hartmanae
Abyssorchomene plebs	Cygnodraco mawsoni
Abyssorchomene plebs	Artedidraco skottsbergi
Abyssorchomene plebs	Artedidraco loennbergi
Abyssorchomene plebs	Ophiurolepis gelida
Abyssorchomene plebs	Ophiurolepis brevirima
Abyssorchomene plebs	Eunoe hartmanae
Abyssorchomene plebs	Polyeunoa laevis
Abyssorchomene plebs	Harmothoe crosetensis
Abyssorchomene plebs	Frontoserolis bouvieri
Abyssorchomene plebs	Ceratoserolis meridionalis
Abyssorchomene plebs	Eulagisca gigantea
Abyssorchomene plebs	Rhachotropis antarctica
Abyssorchomene plebs	Laetmonice producta
Abyssorchomene plebs	Bathypanoploea schellenbergi
Abyssorchomene plebs	Eunoe spica
Abyssorchomene plebs	Liljeborgia georgiana
Abyssorchomene plebs	Paraceradocus gibber
Abyssorchomene plebs	Dolloidraco longedorsalis
Abyssorchomene plebs	Gerlachea australis
Abyssorchomene plebs	Ophiosparte gigas
Abyssorchomene plebs	Pogonophryne permitini
Abyssorchomene plebs	Epimeriella walkeri
Abyssorchomene plebs	Tryphosella murrayi
Abyssorchomene plebs	Trematomus nicolai
Abyssorchomene plebs	Aethotaxis mitopteryx
Abyssorchomene plebs	Harmothoe spinosa
Abyssorchomene plebs	Trematomus pennellii
Abyssorchomene plebs	Chorismus antarcticus
Abyssorchomene plebs	Dissostichus mawsoni
Abyssorchomene plebs	Eurythenes gryllus
Abyssorchomene plebs	Eusirus perdentatus
Abyssorchomene plebs	Odontaster validus
Abyssorchomene plebs	Ophionotus victoriae
Abyssorchomene plebs	Waldeckia obesa
Abyssorchomene plebs	Trematomus scotti
Abyssorchomene plebs	Pogonophryne phyllopogon
Abyssorchomene plebs	Labidiaster annulatus
Abyssorchomene plebs	Eunoe spica spicoides
Abyssorchomene plebs	Trematomus bernacchii
Eurythenes gryllus	Aphrodroma brevirostris
Eurythenes gryllus	Sterna paradisaea
Eurythenes gryllus	Fregetta tropica
Eurythenes gryllus	Pterodroma brevirostris
Eurythenes gryllus	Procellaria aequinoctialis
Eurythenes gryllus	Aptenodytes forsteri
Eurythenes gryllus	Pachyptila desolata
Eurythenes gryllus	Pachycara brachycephalum
Eurythenes gryllus	Serolis polita
Eurythenes gryllus	Serolella bouveri
Eurythenes gryllus	Pogonophryne barsukovi
Eurythenes gryllus	Pogonophryne scotti
Eurythenes gryllus	Harmotoe hartmanae
Eurythenes gryllus	Cygnodraco mawsoni
Eurythenes gryllus	Artedidraco skottsbergi
Eurythenes gryllus	Artedidraco loennbergi
Eurythenes gryllus	Ophiurolepis gelida
Eurythenes gryllus	Ophiurolepis brevirima
Eurythenes gryllus	Eunoe hartmanae
Eurythenes gryllus	Polyeunoa laevis
Eurythenes gryllus	Harmothoe crosetensis
Eurythenes gryllus	Frontoserolis bouvieri
Eurythenes gryllus	Ceratoserolis meridionalis
Eurythenes gryllus	Eulagisca gigantea
Eurythenes gryllus	Rhachotropis antarctica
Eurythenes gryllus	Laetmonice producta
Eurythenes gryllus	Bathypanoploea schellenbergi
Eurythenes gryllus	Eunoe spica
Eurythenes gryllus	Liljeborgia georgiana
Eurythenes gryllus	Paraceradocus gibber
Eurythenes gryllus	Oediceroides calmani
Eurythenes gryllus	Oediceroides emarginatus
Eurythenes gryllus	Dolloidraco longedorsalis
Eurythenes gryllus	Uristes gigas
Eurythenes gryllus	Gerlachea australis
Eurythenes gryllus	Ophiosparte gigas
Eurythenes gryllus	Pogonophryne permitini
Eurythenes gryllus	Muraenolepis microps
Eurythenes gryllus	Epimeriella walkeri
Eurythenes gryllus	Tryphosella murrayi
Eurythenes gryllus	Pygoscelis adeliae
Eurythenes gryllus	Trematomus nicolai
Eurythenes gryllus	Aethotaxis mitopteryx
Eurythenes gryllus	Harmothoe spinosa
Eurythenes gryllus	Trematomus pennellii
Eurythenes gryllus	Chorismus antarcticus
Eurythenes gryllus	Dissostichus mawsoni
Eurythenes gryllus	Gymnoscopelus nicholsi
Eurythenes gryllus	Halobaena caerulea
Eurythenes gryllus	Pagodroma nivea
Eurythenes gryllus	Thalassoica antarctica
Eurythenes gryllus	Oceanites oceanicus
Eurythenes gryllus	Daption capense
Eurythenes gryllus	Fulmarus glacialoides
Eurythenes gryllus	Eurythenes gryllus
Eurythenes gryllus	Eusirus perdentatus
Eurythenes gryllus	Electrona antarctica
Eurythenes gryllus	Odontaster validus
Eurythenes gryllus	Ophionotus victoriae
Eurythenes gryllus	Waldeckia obesa
Eurythenes gryllus	Trematomus scotti
Eurythenes gryllus	Pogonophryne phyllopogon
Eurythenes gryllus	Labidiaster annulatus
Eurythenes gryllus	Eunoe spica spicoides
Eusirus perdentatus	Pachycara brachycephalum
Eusirus perdentatus	Serolis polita
Eusirus perdentatus	Serolella bouveri
Eusirus perdentatus	Pogonophryne barsukovi
Eusirus perdentatus	Pogonophryne scotti
Eusirus perdentatus	Harmotoe hartmanae
Eusirus perdentatus	Cygnodraco mawsoni
Eusirus perdentatus	Artedidraco skottsbergi
Eusirus perdentatus	Artedidraco loennbergi
Eusirus perdentatus	Ophiurolepis gelida
Eusirus perdentatus	Ophiurolepis brevirima
Eusirus perdentatus	Eunoe hartmanae
Eusirus perdentatus	Polyeunoa laevis
Eusirus perdentatus	Harmothoe crosetensis
Eusirus perdentatus	Frontoserolis bouvieri
Eusirus perdentatus	Ceratoserolis meridionalis
